WORD,fdistAll,fdistMath,fdistPhys,fdistStat,fdistComp
rls,0.00012847494912850854,0.0,0.0,0.0003804787352548637,0.00012632014020525002
iid,0.000853440733496521,0.00013203847601190986,0.00013035770153300657,0.003466584032322091,0.00012632014020525002
uptim,6.423747456425427e-05,0.0,0.00013035770153300657,0.0,0.00010105611216420002
alb,3.670712832243101e-05,0.0,8.690513435533772e-05,8.455083005663638e-05,0.0
inaud,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
obner,0.001073683503431107,0.0027287951709128043,0.0,0.00021137707514159093,0.0012632014020525
belgian,9.176782080607753e-05,0.00013203847601190986,4.345256717766886e-05,0.00012682624508495455,7.579208412315001e-05
programmat,0.0002294195520151938,0.0,0.00013035770153300657,0.0,0.0005558086169031001
wooten,2.7530346241823257e-05,0.0,0.0,0.00012682624508495455,0.0
epistemolog,0.001257219145043262,0.000616179554722246,0.004779782389543574,0.00012682624508495455,0.00025264028041050004
intend,0.00600161548071747,0.0027287951709128043,0.006126811972051309,0.003170656127123864,0.009499274543434801
bentley,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
surgic,0.0004221319757079566,0.0,0.0005648833733096952,0.0004650295653115,0.0005558086169031001
flander,3.670712832243101e-05,8.802565067460659e-05,0.0,8.455083005663638e-05,0.0
reservoir,0.00200053849357249,0.0,0.0039107310459901975,0.000930059130623,0.0026779869723513004
amen,0.005423478209639182,0.019321630323076145,0.000912503910731046,0.001986944506330955,0.0021221783554482
js,0.00012847494912850854,4.4012825337303293e-05,0.00017381026871067545,8.455083005663638e-05,0.00017684819628735002
pmma,0.0003395409369824868,0.0,0.0016077449855737478,0.0,0.0
trustworthiest,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
sent,0.0012847494912850853,0.0003961154280357296,0.0010863141794417214,0.00042275415028318185,0.0024253466919408003
mscp,0.00010094460288668528,0.0,0.0,0.0,0.00027790430845155004
misra,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
lner,0.0001376517312091163,0.0006601923800595494,0.0,0.0,0.0
frel,2.7530346241823257e-05,0.00013203847601190986,0.0,0.0,0.0
dyadic,0.0009360317722219907,0.0016724873628175248,0.0008255987763757083,0.0012259870358212273,0.0004042244486568001
vortic,0.004698512425271169,0.0014964360614683119,0.02042270657350436,0.0002959279051982273,2.5264028041050006e-05
enukf,2.7530346241823257e-05,0.0,0.00013035770153300657,0.0,0.0
cnot,8.259103872546977e-05,0.0,0.0,0.0,0.00022737625236945004
nqd,2.7530346241823257e-05,0.0,0.0,0.00012682624508495455,0.0
phosphoryl,2.7530346241823257e-05,0.0,0.0,8.455083005663638e-05,2.5264028041050006e-05
wind,0.013214566196075164,0.0008802565067460658,0.049318663746654154,0.007905502610295502,0.0024758747480229004
sift,0.00043130875778856436,0.000616179554722246,0.0,0.00012682624508495455,0.0007579208412315001
xp,0.0004588391040303876,0.0,4.345256717766886e-05,0.0,0.0012379373740114502
multirotor,4.5883910403038765e-05,0.0,0.0,0.0,0.00012632014020525002
cyanid,2.7530346241823257e-05,0.0,0.00013035770153300657,0.0,0.0
interspeci,3.670712832243101e-05,0.0,4.345256717766886e-05,8.455083005663638e-05,2.5264028041050006e-05
izat,2.7530346241823257e-05,0.0,0.0,8.455083005663638e-05,2.5264028041050006e-05
syria,4.5883910403038765e-05,0.0,4.345256717766886e-05,4.227541502831819e-05,7.579208412315001e-05
advent,0.001082860285511715,0.00022006412668651646,0.0008690513435533772,0.00042275415028318185,0.00209691432740715
coderiv,0.00011929816704790078,0.0005721667293849428,0.0,0.0,0.0
boston,0.0001927124236927628,4.4012825337303293e-05,0.00013035770153300657,0.0004650295653115,0.00015158416824630002
ssk,7.341425664486202e-05,0.0,0.0,0.0,0.00020211222432840005
idealist,5.5060692483646513e-05,0.0,0.00013035770153300657,8.455083005663638e-05,2.5264028041050006e-05
hirt,2.7530346241823257e-05,0.0,4.345256717766886e-05,0.0,5.052805608210001e-05
rang,0.048288227308157995,0.02059800225785794,0.09094622310286092,0.04083805091735537,0.043833088651221756
serpentin,5.5060692483646513e-05,0.0,8.690513435533772e-05,0.0,0.00010105611216420002
strang,0.0005781372710782884,0.0005281539040476394,0.00152083985121841,0.0003804787352548637,0.00017684819628735002
ccdr,2.7530346241823257e-05,0.0,0.0,0.00012682624508495455,0.0
estb,2.7530346241823257e-05,0.0,0.00013035770153300657,0.0,0.0
continua,0.00081673360517409,0.0029488592975993205,0.000912503910731046,0.0,2.5264028041050006e-05
he,0.012728196745802951,0.013071809125179079,0.027722737859352732,0.012428972018325548,0.003991716430485901
hofbauer,3.670712832243101e-05,8.802565067460659e-05,0.0,8.455083005663638e-05,0.0
pdfs,0.000853440733496521,4.4012825337303293e-05,0.0021726283588834427,0.0016064657710760913,0.00010105611216420002
owa,4.5883910403038765e-05,0.0,0.0,0.0,0.00012632014020525002
evas,0.00018353564161215506,4.4012825337303293e-05,0.0,0.00016910166011327275,0.00037896042061575004
higg,0.0010094460288668527,0.0011003206334325823,0.0032154899711474955,0.0002536524901699091,0.00012632014020525002
maskit,2.7530346241823257e-05,0.00013203847601190986,0.0,0.0,0.0
cytoplasm,9.176782080607753e-05,0.0,0.000304167970243682,8.455083005663638e-05,2.5264028041050006e-05
vardi,0.00015600529537033178,0.0,0.0,0.0003804787352548637,0.00020211222432840005
chi,0.0006240211814813271,0.0004841410787103362,0.0010428616122640526,0.0002536524901699091,0.00068212875710835
jupit,0.00033036415490187907,0.0,0.0013470295825077346,0.00016910166011327275,2.5264028041050006e-05
wisconsin,9.176782080607753e-05,0.0,4.345256717766886e-05,0.0003382033202265455,2.5264028041050006e-05
deprec,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
samorodnitski,4.5883910403038765e-05,0.0,0.0,0.0,0.00012632014020525002
multist,0.00017435885953154728,0.0,0.0004345256717766886,0.0002959279051982273,5.052805608210001e-05
elit,0.0003211873728212713,0.0,0.000304167970243682,0.0002536524901699091,0.0005558086169031001
stylesheet,5.5060692483646513e-05,0.0,0.0,0.0,0.00015158416824630002
patrascu,6.423747456425427e-05,0.0,0.0,0.0,0.00017684819628735002
iotsp,7.341425664486202e-05,0.0,0.0,0.0,0.00020211222432840005
stl,0.0002753034624182326,0.0,0.0,0.00016910166011327275,0.0006568647290673001
bdr,3.670712832243101e-05,4.4012825337303293e-05,0.00013035770153300657,0.0,0.0
hugoniot,8.259103872546977e-05,0.0,0.0003910731045990197,0.0,0.0
pls,0.0006423747456425426,0.0,0.00013035770153300657,0.0021560461664442273,0.0004042244486568001
xr,2.7530346241823257e-05,4.4012825337303293e-05,0.0,4.227541502831819e-05,2.5264028041050006e-05
portrait,0.0003578945011437023,0.00022006412668651646,0.0006952410748427018,4.227541502831819e-05,0.00042948847669785004
tensorlog,3.670712832243101e-05,0.0,0.0,0.0,0.00010105611216420002
uncrit,3.670712832243101e-05,0.0,4.345256717766886e-05,8.455083005663638e-05,2.5264028041050006e-05
startl,4.5883910403038765e-05,4.4012825337303293e-05,8.690513435533772e-05,4.227541502831819e-05,2.5264028041050006e-05
ddc,0.00018353564161215506,0.0,0.0005214308061320263,0.0,0.00020211222432840005
countervail,5.5060692483646513e-05,0.0,0.00013035770153300657,0.0,7.579208412315001e-05
jike,4.5883910403038765e-05,0.0,0.0,0.0,0.00012632014020525002
ill,0.0007708496947710512,8.802565067460659e-05,0.000608335940487364,0.002029219921359273,0.0005052805608210001
ladner,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
absra,3.670712832243101e-05,0.0,0.0,0.0,0.00010105611216420002
shock,0.0054143014275585735,0.00017605130134921317,0.02124830534988007,0.003382033202265455,0.00042948847669785004
photographi,0.0001927124236927628,4.4012825337303293e-05,0.0004779782389543574,4.227541502831819e-05,0.00020211222432840005
allel,0.0007157890022874046,0.0,0.0,0.0031283807120955458,0.00010105611216420002
anim,0.004221319757079567,8.802565067460659e-05,0.004301804150589217,0.005073049803398183,0.0060381027018109506
stopout,3.670712832243101e-05,0.0,0.0,0.0,0.00010105611216420002
cbpp,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
dsl,0.0012113352346402233,0.0002640769520238197,0.0,4.227541502831819e-05,0.0031580035051312506
datawarehous,4.5883910403038765e-05,0.0,0.0,0.0,0.00012632014020525002
cflp,5.5060692483646513e-05,0.0,0.0,0.0,0.00015158416824630002
plutonium,4.5883910403038765e-05,0.0,0.0002172628358883443,0.0,0.0
brain,0.009296080247655653,0.0005721667293849428,0.010167900719574513,0.022490520795065274,0.005911782561605701
fourth,0.0025786757646507784,0.0038291158043453864,0.0029113220009038135,0.0026633511467840454,0.0016168977946272004
eureqa,6.423747456425427e-05,0.0,0.0,0.0,0.00017684819628735002
hfsr,2.7530346241823257e-05,0.0,0.00013035770153300657,0.0,0.0
msme,3.670712832243101e-05,0.0,0.00017381026871067545,0.0,0.0
recircul,0.0004588391040303876,0.0,0.002129175791705774,0.0,2.5264028041050006e-05
jfss,4.5883910403038765e-05,0.0,0.0,0.0,0.00012632014020525002
apolog,2.7530346241823257e-05,8.802565067460659e-05,4.345256717766886e-05,0.0,0.0
diploid,4.5883910403038765e-05,0.0,0.0,0.00016910166011327275,2.5264028041050006e-05
compart,0.0003578945011437023,0.0,0.0003476205374213509,0.0007609574705097274,0.00032843236453365004
mse,0.0015325226074614947,8.802565067460659e-05,0.000304167970243682,0.005411253123624728,0.0007579208412315001
rcmfe,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
ernst,5.5060692483646513e-05,8.802565067460659e-05,0.00013035770153300657,0.0,2.5264028041050006e-05
almeida,0.00011012138496729303,4.4012825337303293e-05,0.0,4.227541502831819e-05,0.00025264028041050004
googl,0.004487446437417191,0.00017605130134921317,0.0010863141794417214,0.0016064657710760913,0.010661419833323102
die,0.001046153157189284,0.0009242693320833692,0.0016077449855737478,0.0007609574705097274,0.0009600330655599001
ncinc,2.7530346241823257e-05,0.0,0.0,0.00012682624508495455,0.0
interlink,0.00023859633409580155,0.0,0.00013035770153300657,8.455083005663638e-05,0.00053054458886205
microgrid,0.00016518207745093953,0.0,0.0,8.455083005663638e-05,0.0004042244486568001
msghds,2.7530346241823257e-05,0.0,0.0,0.00012682624508495455,0.0
faber,4.5883910403038765e-05,0.00022006412668651646,0.0,0.0,0.0
represent,0.07158807701082108,0.15180023458835906,0.019597107797128654,0.04383960538436596,0.07235617630956721
lyric,0.0001376517312091163,4.4012825337303293e-05,0.0,0.0,0.00035369639257470004
choral,2.7530346241823257e-05,4.4012825337303293e-05,0.0,4.227541502831819e-05,2.5264028041050006e-05
pseudoradi,7.341425664486202e-05,0.00035210260269842635,0.0,0.0,0.0
deliv,0.005873140531588962,0.0007482180307341559,0.008212535196579412,0.003847062767576955,0.00866556161808015
mcarma,3.670712832243101e-05,0.0,0.0,0.00016910166011327275,0.0
rsgs,3.670712832243101e-05,0.0,0.0,0.0,0.00010105611216420002
brudnyi,3.670712832243101e-05,0.00017605130134921317,0.0,0.0,0.0
ucp,3.670712832243101e-05,4.4012825337303293e-05,8.690513435533772e-05,0.0,2.5264028041050006e-05
cumbersom,0.000523076578594642,0.00013203847601190986,0.0003476205374213509,0.000676406640453091,0.0007579208412315001
lomax,2.7530346241823257e-05,0.0,0.0,8.455083005663638e-05,2.5264028041050006e-05
ziadi,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
hbl,3.670712832243101e-05,0.0,0.00017381026871067545,0.0,0.0
alik,0.00043130875778856436,8.802565067460659e-05,0.0004345256717766886,0.0003382033202265455,0.00068212875710835
evil,4.5883910403038765e-05,8.802565067460659e-05,4.345256717766886e-05,4.227541502831819e-05,2.5264028041050006e-05
keplerian,0.00015600529537033178,0.00017605130134921317,0.0004779782389543574,8.455083005663638e-05,0.0
schoenfeld,3.670712832243101e-05,0.00017605130134921317,0.0,0.0,0.0
baseband,9.176782080607753e-05,0.0,0.0,8.455083005663638e-05,0.00020211222432840005
textbook,0.001853709980282766,0.0013203847601190987,0.005214308061320263,0.000676406640453091,0.0009095050094778002
pedest,8.259103872546977e-05,0.0,0.000304167970243682,8.455083005663638e-05,0.0
ifip,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
bidirect,0.001082860285511715,0.00022006412668651646,0.0005648833733096952,0.0007186820554814092,0.00209691432740715
xrpt,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
weav,0.0003578945011437023,4.4012825337303293e-05,0.00017381026871067545,4.227541502831819e-05,0.0008337129253546501
diagon,0.005616190633331944,0.013467924553214806,0.0028678694337261447,0.005411253123624728,0.0028295711405976003
weibel,0.0002844802444988403,0.0008362436814087624,0.0005214308061320263,0.0,0.0
schubert,0.0011838048883984,0.005413577516488305,0.0,0.0,0.00015158416824630002
scenarii,2.7530346241823257e-05,0.0,0.0,8.455083005663638e-05,2.5264028041050006e-05
nonautonom,0.00011929816704790078,0.00035210260269842635,0.00017381026871067545,4.227541502831819e-05,0.0
plasmodia,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
session,0.004570037476142661,0.00017605130134921317,0.002433343761949456,0.0008032328855380456,0.01058562774919995
mcf,0.0001376517312091163,0.0,0.0003476205374213509,0.00012682624508495455,0.00010105611216420002
elman,5.5060692483646513e-05,0.0,4.345256717766886e-05,0.0,0.00012632014020525002
sequest,3.670712832243101e-05,0.0,8.690513435533772e-05,4.227541502831819e-05,2.5264028041050006e-05
vital,0.002385963340958016,0.0004841410787103362,0.0016511975527514166,0.0017755674311893638,0.00426962073893745
pfaffian,0.0002110659878539783,0.0007922308560714592,0.0,8.455083005663638e-05,7.579208412315001e-05
tild,5.5060692483646513e-05,0.0002640769520238197,0.0,0.0,0.0
backend,0.0003670712832243101,0.0,8.690513435533772e-05,4.227541502831819e-05,0.0009347690375188502
honda,0.00012847494912850854,0.0003961154280357296,0.0,4.227541502831819e-05,0.00010105611216420002
breit,6.423747456425427e-05,0.0,0.000304167970243682,0.0,0.0
inadmiss,0.0002110659878539783,4.4012825337303293e-05,4.345256717766886e-05,0.0008032328855380456,5.052805608210001e-05
lfrps,2.7530346241823257e-05,0.0,0.0,0.00012682624508495455,0.0
alberti,5.5060692483646513e-05,0.0002640769520238197,0.0,0.0,0.0
microrna,0.0001376517312091163,0.0,0.0,0.0004650295653115,0.00010105611216420002
walther,2.7530346241823257e-05,4.4012825337303293e-05,4.345256717766886e-05,0.0,2.5264028041050006e-05
reflect,0.018234265994167605,0.0174290788335721,0.03519657941391177,0.010399752096966274,0.013516255001961753
inadequaci,0.00029365702657944807,0.0,0.0003910731045990197,0.0003804787352548637,0.00035369639257470004
pl,0.0010553299392698917,0.00321293624962314,0.0003476205374213509,0.0006341312254247728,0.00048001653277995003
conley,0.0002753034624182326,0.0013203847601190987,0.0,0.0,0.0
reconsid,0.0005873140531588961,0.0003961154280357296,0.0014773872840407412,0.0003382033202265455,0.00032843236453365004
bgp,0.00031201059074066357,0.00013203847601190986,0.0,0.0,0.0007831848692725501
anthropogen,0.0007249657843680124,0.0,0.0029113220009038135,0.0004650295653115,2.5264028041050006e-05
subpopul,0.000780026476851659,0.0,0.0002172628358883443,0.002705626561812364,0.0004042244486568001
fws,2.7530346241823257e-05,0.0,0.00013035770153300657,0.0,0.0
nonexist,0.0002753034624182326,0.0009682821574206724,4.345256717766886e-05,0.00012682624508495455,0.00010105611216420002
ngd,7.341425664486202e-05,0.0,0.0,0.0,0.00020211222432840005
campbel,0.00011012138496729303,0.00013203847601190986,0.0,0.0003804787352548637,0.0
ycbcr,7.341425664486202e-05,0.0,0.0,0.0,0.00020211222432840005
foc,0.00043130875778856436,0.0,0.0002172628358883443,0.0,0.0010610891777241
ea,0.0011654513242371847,0.000308089777361123,0.0004779782389543574,4.227541502831819e-05,0.0027285150284334
gevd,2.7530346241823257e-05,0.0,0.00013035770153300657,0.0,0.0
schnirelman,2.7530346241823257e-05,0.00013203847601190986,0.0,0.0,0.0
macintyr,4.5883910403038765e-05,0.00022006412668651646,0.0,0.0,0.0
monoidal,6.423747456425427e-05,0.000308089777361123,0.0,0.0,0.0
straddl,2.7530346241823257e-05,0.0,4.345256717766886e-05,0.0,5.052805608210001e-05
rarer,3.670712832243101e-05,0.0,0.0,8.455083005663638e-05,5.052805608210001e-05
made,0.025823464774830215,0.01285174499849256,0.03949838356450099,0.023378304510659958,0.026779869723513
deitmar,2.7530346241823257e-05,0.00013203847601190986,0.0,0.0,0.0
word,0.025190266811268285,0.01351193737855211,0.005257760628497932,0.00913148964611673,0.053079722914246064
wire,0.00363400570392067,0.0007922308560714592,0.012383981645635624,0.00016910166011327275,0.0022484984956534504
lgms,8.259103872546977e-05,0.0,0.0,0.0003804787352548637,0.0
skos,0.0002294195520151938,0.0,0.0,0.0,0.00063160070102625
ganter,2.7530346241823257e-05,8.802565067460659e-05,0.0,0.0,2.5264028041050006e-05
greenewald,6.423747456425427e-05,0.0,0.0,0.0002959279051982273,0.0
backscatt,0.0007892032589322667,0.0,0.0033893002398581707,0.0002959279051982273,2.5264028041050006e-05
unproduct,9.176782080607753e-05,4.4012825337303293e-05,0.00017381026871067545,0.0,0.00012632014020525002
offshor,0.00018353564161215506,0.0,0.0003476205374213509,0.0002959279051982273,0.00012632014020525002
webrd,3.670712832243101e-05,0.0,0.0,0.00016910166011327275,0.0
autoequival,0.00015600529537033178,0.0007482180307341559,0.0,0.0,0.0
salari,4.5883910403038765e-05,0.0,0.0,0.00021137707514159093,0.0
chekanov,0.00014682851328972404,0.0007042052053968527,0.0,0.0,0.0
caesium,8.259103872546977e-05,0.0,0.00026071540306601314,0.00012682624508495455,0.0
ngoc,5.5060692483646513e-05,0.0002640769520238197,0.0,0.0,0.0
amount,0.01832603381497368,0.0042252312323811155,0.016468522960336497,0.018093877632120184,0.027638846676908704
cia,4.5883910403038765e-05,0.0,0.0,0.0,0.00012632014020525002
tini,0.0004588391040303876,4.4012825337303293e-05,0.000912503910731046,0.00016910166011327275,0.0006063366729852001
pronunci,0.00017435885953154728,0.0,0.0,4.227541502831819e-05,0.0004547525047389001
lake,0.0006882586560455814,4.4012825337303293e-05,0.0022160809260611115,0.0004650295653115,0.00030316833649260004
steenrod,0.000559783706917073,0.0026847823455755006,0.0,0.0,0.0
lbfgs,5.5060692483646513e-05,0.0,4.345256717766886e-05,0.0,0.00012632014020525002
theoret,0.05117891366354944,0.02205042549398895,0.0694806549170925,0.08877837155946819,0.034788566612525856
trihomomorph,5.5060692483646513e-05,0.0002640769520238197,0.0,0.0,0.0
explain,0.022161928724667723,0.0213902331139294,0.03841206938505927,0.01843208095234673,0.015385793076999452
quasicoher,5.5060692483646513e-05,0.0002640769520238197,0.0,0.0,0.0
varianc,0.01931712627967932,0.0029048464722620172,0.007821462091980395,0.07241778594350906,0.0036885480939933004
discof,0.00011012138496729303,0.0,0.0,0.0,0.00030316833649260004
codoubl,2.7530346241823257e-05,0.00013203847601190986,0.0,0.0,0.0
hypertor,0.00015600529537033178,0.0007482180307341559,0.0,0.0,0.0
matousek,4.5883910403038765e-05,8.802565067460659e-05,0.0,0.0,7.579208412315001e-05
nonc,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
cumul,0.004111198372112273,0.001540448886805615,0.003736920777279522,0.011287535812560956,0.0015158416824630002
preservic,3.670712832243101e-05,0.00017605130134921317,0.0,0.0,0.0
electrifi,4.5883910403038765e-05,8.802565067460659e-05,8.690513435533772e-05,0.0,2.5264028041050006e-05
cwsei,2.7530346241823257e-05,0.0,0.00013035770153300657,0.0,0.0
pyb,3.670712832243101e-05,0.0,0.0,0.0,0.00010105611216420002
berman,0.00012847494912850854,0.00022006412668651646,8.690513435533772e-05,0.00016910166011327275,7.579208412315001e-05
dic,9.176782080607753e-05,0.0,0.0002172628358883443,0.00021137707514159093,0.0
lott,0.0001927124236927628,0.0009242693320833692,0.0,0.0,0.0
polygon,0.00980080326208908,0.00977084722488133,0.0009994090450863838,0.0005073049803398182,0.020489126741291552
painstak,2.7530346241823257e-05,0.0,0.0,8.455083005663638e-05,2.5264028041050006e-05
dtd,0.00017435885953154728,0.0,0.0002172628358883443,0.0,0.00035369639257470004
ric,0.0002294195520151938,0.0003961154280357296,0.00013035770153300657,0.0005495803953681365,0.0
recept,0.0007341425664486202,0.0004401282533730329,0.0007821462091980394,0.00021137707514159093,0.0011874093179293501
glider,0.00014682851328972404,0.0,0.00026071540306601314,0.0,0.00025264028041050004
unachiev,5.5060692483646513e-05,0.0,0.0,0.0,0.00015158416824630002
instantan,0.0026153828929732096,0.00017605130134921317,0.00682205304689401,0.0025365249016990913,0.0016168977946272004
mechanotransduct,2.7530346241823257e-05,0.0,0.00013035770153300657,0.0,0.0
mvv,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
brute,0.0002844802444988403,4.4012825337303293e-05,0.00026071540306601314,0.0004650295653115,0.00032843236453365004
quasicontinuum,4.5883910403038765e-05,0.00022006412668651646,0.0,0.0,0.0
diuret,4.5883910403038765e-05,0.0,0.0,0.00021137707514159093,0.0
exact,0.03891873280385748,0.0548839931956172,0.032806688219139984,0.04476966451498896,0.029811553088439004
medoid,3.670712832243101e-05,0.0,0.0,0.00012682624508495455,2.5264028041050006e-05
afor,4.5883910403038765e-05,0.0,0.00017381026871067545,0.0,2.5264028041050006e-05
speech,0.010562476174779524,8.802565067460659e-05,0.0007386936420203706,0.002747901976840682,0.026956717919800352
mallat,2.7530346241823257e-05,4.4012825337303293e-05,0.0,4.227541502831819e-05,2.5264028041050006e-05
mlps,7.341425664486202e-05,0.00013203847601190986,0.0,0.00012682624508495455,5.052805608210001e-05
essm,3.670712832243101e-05,0.0,0.0,0.00016910166011327275,0.0
mdcc,4.5883910403038765e-05,0.0,0.0,0.0,0.00012632014020525002
exomoon,2.7530346241823257e-05,0.0,0.00013035770153300657,0.0,0.0
typefac,3.670712832243101e-05,0.0,0.0,0.0,0.00010105611216420002
postfilt,9.176782080607753e-05,0.0,0.0,0.0,0.00025264028041050004
nesetril,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
ghg,0.00012847494912850854,0.0,0.000304167970243682,4.227541502831819e-05,0.00015158416824630002
erdogmus,3.670712832243101e-05,0.0,0.0,0.00016910166011327275,0.0
centaur,8.259103872546977e-05,0.0,0.00026071540306601314,0.0,7.579208412315001e-05
ocean,0.007112006112471008,0.00013203847601190986,0.030112629054124516,0.001986944506330955,0.0008084488973136002
kcca,2.7530346241823257e-05,0.0,0.0,8.455083005663638e-05,2.5264028041050006e-05
eurodollar,2.7530346241823257e-05,0.0,8.690513435533772e-05,4.227541502831819e-05,0.0
schanuel,0.0001927124236927628,0.0008802565067460658,0.0,0.0,2.5264028041050006e-05
dbd,6.423747456425427e-05,0.0,0.00026071540306601314,0.0,2.5264028041050006e-05
szeptycki,3.670712832243101e-05,0.00017605130134921317,0.0,0.0,0.0
chad,2.7530346241823257e-05,0.0,0.0,0.00012682624508495455,0.0
decompress,0.0004037784115467411,0.0,0.0005214308061320263,0.0002536524901699091,0.0006568647290673001
vaisman,0.00012847494912850854,0.000616179554722246,0.0,0.0,0.0
unadjust,9.176782080607753e-05,0.0,0.0,0.0003804787352548637,2.5264028041050006e-05
rds,0.001082860285511715,0.0,0.0,0.004692571068143319,0.00017684819628735002
frederick,3.670712832243101e-05,4.4012825337303293e-05,0.00013035770153300657,0.0,0.0
snlp,2.7530346241823257e-05,0.0,0.0,0.00012682624508495455,0.0
hydrogeolog,0.00014682851328972404,0.0,0.0004779782389543574,0.00021137707514159093,0.0
drm,0.00010094460288668528,0.0,0.0,8.455083005663638e-05,0.00022737625236945004
cornel,0.0004955462323528187,0.0,0.0014773872840407412,0.0003382033202265455,0.00030316833649260004
wearwrit,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
dsm,0.0002294195520151938,0.00022006412668651646,4.345256717766886e-05,0.00016910166011327275,0.00037896042061575004
statewid,2.7530346241823257e-05,0.0,4.345256717766886e-05,8.455083005663638e-05,0.0
tensorflow,8.259103872546977e-05,0.0,0.0,0.0,0.00022737625236945004
ito,0.0003395409369824868,0.0005721667293849428,8.690513435533772e-05,0.0004650295653115,0.00027790430845155004
rsa,0.0001927124236927628,0.0,4.345256717766886e-05,4.227541502831819e-05,0.00048001653277995003
microorgan,0.00014682851328972404,0.0,0.0004779782389543574,0.00012682624508495455,5.052805608210001e-05
cwcu,9.176782080607753e-05,0.0,0.0,0.00042275415028318185,0.0
superset,0.0004037784115467411,4.4012825337303293e-05,8.690513435533772e-05,0.0003804787352548637,0.0008084488973136002
papho,6.423747456425427e-05,0.0,0.0,0.0,0.00017684819628735002
khm,2.7530346241823257e-05,0.0,0.0,0.0,7.579208412315001e-05
augment,0.007231304279518909,0.005897718595198641,0.002998227135259151,0.00955424379639991,0.00906978606673695
