id,category
321,cs
322,cs
323,stat
324,cs
325,math
326,cs
327,cs
328,cs
329,stat
330,math
331,cs
332,cs
333,physics
334,cs
335,cs
336,physics
337,cs
338,cs
339,cs
340,physics
341,cs
342,cs
343,physics
344,physics
345,math
346,cs
347,cs
348,physics
349,stat
350,cs
351,cs
352,cs
353,math
354,math
355,cs
356,math
357,cs
358,physics
359,cs
360,stat
361,math
362,stat
363,cs
364,cs
365,cs
366,cs
367,physics
368,math
369,cs
370,stat
371,physics
372,math
373,physics
374,math
375,cs
376,math
377,math
378,physics
379,cs
380,physics
381,physics
382,stat
383,cs
384,cs
385,physics
386,cs
387,cs
388,stat
389,math
390,cs
391,math
392,physics
393,math
394,cs
395,cs
396,math
397,math
398,math
399,cs
400,cs
401,cs
402,cs
403,cs
404,cs
405,cs
406,cs
407,math
408,math
409,cs
410,math
411,physics
412,math
413,cs
414,math
415,cs
416,cs
417,physics
418,cs
419,cs
420,cs
421,cs
422,math
423,cs
424,math
425,stat
426,stat
427,cs
428,cs
429,cs
430,cs
431,cs
432,math
433,cs
434,math
435,cs
436,stat
437,cs
438,cs
439,cs
440,math
441,cs
442,stat
443,physics
444,cs
445,cs
446,cs
447,cs
448,cs
449,cs
450,math
451,physics
452,stat
453,math
454,cs
455,physics
456,cs
457,math
458,cs
459,math
460,math
461,math
462,physics
463,cs
464,stat
465,cs
466,cs
467,cs
468,cs
469,stat
470,cs
471,physics
472,cs
473,stat
474,stat
475,stat
476,cs
477,cs
478,cs
479,math
480,cs
481,cs
482,cs
483,cs
484,math
485,math
486,cs
487,math
488,math
489,math
490,stat
491,cs
492,cs
493,math
494,math
495,physics
496,cs
497,stat
498,cs
499,cs
500,stat
501,cs
502,physics
503,math
504,math
505,cs
506,cs
507,math
508,cs
509,cs
510,math
511,stat
512,physics
513,cs
514,math
515,math
516,math
517,math
518,physics
519,math
520,math
521,cs
522,cs
523,cs
524,cs
525,math
526,math
527,stat
528,math
529,cs
530,cs
531,cs
532,cs
533,stat
534,cs
535,cs
536,stat
537,cs
538,cs
539,cs
540,physics
541,cs
542,math
543,physics
544,cs
545,cs
546,physics
547,cs
548,cs
549,cs
550,cs
551,cs
552,math
553,cs
554,physics
555,math
556,physics
557,math
558,physics
559,cs
560,physics
561,math
562,math
563,physics
564,cs
565,math
566,cs
567,cs
568,cs
569,cs
570,cs
571,cs
572,cs
573,math
574,math
575,cs
576,math
577,math
578,cs
579,physics
580,cs
581,physics
582,physics
583,stat
584,math
585,physics
586,cs
587,cs
588,math
589,cs
590,physics
591,cs
592,math
593,math
594,cs
595,cs
596,physics
597,cs
598,math
599,math
600,cs
601,cs
602,math
603,cs
604,math
605,physics
606,math
607,math
608,stat
609,cs
610,cs
611,math
612,cs
613,cs
614,stat
615,math
616,math
617,math
618,physics
619,cs
620,math
621,physics
622,cs
623,physics
624,math
625,math
626,physics
627,cs
628,cs
629,stat
630,math
631,physics
632,stat
633,stat
634,math
635,math
636,math
637,math
638,cs
639,cs
640,math
641,cs
642,math
643,physics
644,math
645,physics
646,cs
647,math
648,cs
649,cs
650,cs
651,math
652,cs
653,cs
654,physics
655,math
656,physics
657,cs
658,math
659,cs
660,physics
661,cs
662,cs
663,cs
664,cs
665,math
666,math
667,cs
668,math
669,cs
670,cs
671,cs
672,cs
673,math
674,math
675,physics
676,cs
677,cs
678,cs
679,stat
680,physics
681,math
682,physics
683,cs
684,math
685,math
686,stat
687,physics
688,cs
689,cs
690,math
691,cs
692,stat
693,cs
694,cs
695,cs
696,math
697,cs
698,cs
699,cs
700,cs
701,physics
702,cs
703,cs
704,cs
705,cs
706,cs
707,cs
708,math
709,math
710,cs
711,math
712,cs
713,math
714,math
715,cs
716,math
717,cs
718,math
719,cs
720,math
721,cs
722,cs
723,cs
724,stat
725,cs
726,stat
727,math
728,physics
729,math
730,cs
731,cs
732,stat
733,math
734,cs
735,cs
736,physics
737,stat
738,math
739,math
740,physics
741,cs
742,cs
743,stat
744,stat
745,stat
746,math
747,physics
748,cs
749,cs
750,cs
751,physics
752,physics
753,math
754,cs
755,cs
756,cs
757,cs
758,physics
759,math
760,stat
761,stat
762,cs
763,stat
764,cs
765,math
766,math
767,math
768,math
769,physics
770,stat
771,math
772,physics
773,math
774,cs
775,cs
776,math
777,cs
778,stat
779,math
780,math
781,physics
782,math
783,cs
784,math
785,cs
786,cs
787,cs
788,math
789,cs
790,cs
791,math
792,cs
793,cs
794,cs
795,cs
796,math
797,cs
798,cs
799,physics
800,physics
801,math
802,cs
803,cs
804,cs
805,stat
806,math
807,math
808,cs
809,stat
810,math
811,math
812,cs
813,physics
814,math
815,cs
816,math
817,cs
818,cs
819,math
820,math
821,stat
822,cs
823,cs
824,cs
825,physics
826,math
827,cs
828,cs
829,math
830,stat
831,math
832,math
833,cs
834,cs
835,math
836,cs
837,cs
838,cs
839,math
840,physics
841,stat
842,math
843,stat
844,cs
845,stat
846,cs
847,math
848,math
849,math
850,math
851,cs
852,math
853,cs
854,cs
855,cs
856,math
857,physics
858,math
859,physics
860,math
861,cs
862,math
863,math
864,math
865,math
866,cs
867,physics
868,math
869,cs
870,cs
871,stat
872,cs
873,math
874,stat
875,cs
876,cs
877,cs
878,stat
879,cs
880,math
881,cs
882,stat
883,math
884,physics
885,physics
886,cs
887,cs
888,math
889,stat
890,math
891,math
892,cs
893,math
894,math
895,math
896,cs
897,math
898,cs
899,math
900,cs
901,cs
902,stat
903,cs
904,cs
905,cs
906,physics
907,cs
908,stat
909,math
910,math
911,cs
912,physics
913,physics
914,math
915,stat
916,math
917,cs
918,stat
919,math
920,math
921,cs
922,math
923,math
924,cs
925,cs
926,physics
927,cs
928,math
929,cs
930,math
931,cs
932,cs
933,cs
934,physics
935,cs
936,math
937,physics
938,cs
939,math
940,cs
941,math
942,cs
943,physics
944,math
945,stat
946,physics
947,math
948,physics
949,cs
950,cs
951,cs
952,math
953,cs
954,cs
955,cs
956,cs
957,math
958,cs
959,cs
960,math
961,math
962,math
963,math
964,cs
965,math
966,math
967,math
968,cs
969,cs
970,cs
971,cs
972,cs
973,math
974,cs
975,cs
976,cs
977,cs
978,math
979,math
980,cs
981,math
982,cs
983,physics
984,math
985,math
986,cs
987,cs
988,cs
989,math
990,physics
991,math
992,cs
993,physics
994,physics
995,physics
996,math
997,cs
998,physics
999,stat
1000,cs
1001,cs
1002,cs
1003,cs
1004,cs
1005,cs
1006,cs
1007,physics
1008,math
1009,math
1010,cs
1011,cs
1012,cs
1013,math
1014,cs
1015,cs
1016,cs
1017,stat
1018,cs
1019,cs
1020,math
1021,physics
1022,cs
1023,physics
1024,math
1025,cs
1026,math
1027,stat
1028,cs
1029,physics
1030,cs
1031,cs
1032,cs
1033,cs
1034,physics
1035,math
1036,math
1037,cs
1038,cs
1039,cs
1040,cs
1041,cs
1042,math
1043,math
1044,cs
1045,cs
1046,cs
1047,physics
1048,cs
1049,cs
1050,math
1051,stat
1052,stat
1053,cs
1054,cs
1055,cs
1056,cs
1057,cs
1058,cs
1059,math
1060,cs
1061,cs
1062,math
1063,math
1064,cs
1065,physics
1066,cs
1067,cs
1068,math
1069,stat
1070,cs
1071,cs
1072,stat
1073,stat
1074,cs
1075,cs
1076,cs
1077,physics
1078,stat
1079,math
1080,cs
1081,physics
1082,physics
1083,cs
1084,cs
1085,math
1086,cs
1087,math
1088,physics
1089,physics
1090,physics
1091,cs
1092,math
1093,stat
1094,cs
1095,cs
1096,math
1097,math
1098,math
1099,math
1100,stat
1101,cs
1102,cs
1103,cs
1104,math
1105,cs
1106,cs
1107,math
1108,physics
1109,math
1110,stat
1111,cs
1112,math
1113,math
1114,stat
1115,math
1116,math
1117,cs
1118,cs
1119,cs
1120,math
1121,physics
1122,math
1123,math
1124,math
1125,math
1126,physics
1127,cs
1128,cs
1129,stat
1130,math
1131,stat
1132,math
1133,physics
1134,cs
1135,cs
1136,cs
1137,stat
1138,stat
1139,cs
1140,math
1141,stat
1142,cs
1143,cs
1144,math
1145,cs
1146,cs
1147,cs
1148,physics
1149,cs
1150,physics
1151,stat
1152,cs
1153,cs
1154,physics
1155,math
1156,cs
1157,cs
1158,cs
1159,physics
1160,cs
1161,physics
1162,cs
1163,cs
1164,physics
1165,math
1166,physics
1167,cs
1168,stat
1169,cs
1170,math
1171,math
1172,math
1173,math
1174,math
1175,cs
1176,physics
1177,math
1178,math
1179,cs
1180,cs
1181,cs
1182,math
1183,cs
1184,stat
1185,cs
1186,stat
1187,math
1188,cs
1189,stat
1190,cs
1191,math
1192,physics
1193,math
1194,cs
1195,cs
1196,physics
1197,stat
1198,cs
1199,stat
1200,cs
1201,cs
1202,cs
1203,math
1204,cs
1205,math
1206,cs
1207,math
1208,physics
1209,cs
1210,cs
1211,cs
1212,math
1213,math
1214,cs
1215,cs
1216,cs
1217,math
1218,cs
1219,math
1220,cs
1221,math
1222,math
1223,physics
1224,physics
1225,physics
1226,cs
1227,math
1228,math
1229,physics
1230,math
1231,math
1232,stat
1233,stat
1234,cs
1235,physics
1236,cs
1237,cs
1238,stat
1239,cs
1240,cs
1241,stat
1242,math
1243,cs
1244,cs
1245,math
1246,cs
1247,math
1248,cs
1249,cs
1250,math
1251,physics
1252,cs
1253,physics
1254,math
1255,cs
1256,stat
1257,math
1258,math
1259,cs
1260,math
1261,math
1262,cs
1263,math
1264,math
1265,cs
1266,physics
1267,cs
1268,physics
1269,math
1270,math
1271,cs
1272,cs
1273,math
1274,cs
1275,cs
1276,physics
1277,stat
1278,physics
1279,math
1280,math
1281,math
1282,stat
1283,math
1284,physics
1285,cs
1286,math
1287,cs
1288,stat
1289,math
1290,cs
1291,cs
1292,stat
1293,math
1294,math
1295,physics
1296,cs
1297,math
1298,cs
1299,cs
1300,math
1301,cs
1302,cs
1303,math
1304,math
1305,cs
1306,math
1307,cs
1308,physics
1309,physics
1310,cs
1311,cs
1312,physics
1313,cs
1314,cs
1315,stat
1316,cs
1317,cs
1318,math
1319,stat
1320,cs
1321,cs
1322,cs
1323,physics
1324,math
1325,physics
1326,math
1327,stat
1328,cs
1329,math
1330,cs
1331,cs
1332,math
1333,cs
1334,cs
1335,physics
1336,cs
1337,math
1338,cs
1339,math
1340,math
1341,math
1342,math
1343,physics
1344,cs
1345,stat
1346,math
1347,physics
1348,stat
1349,cs
1350,stat
1351,math
1352,physics
1353,stat
1354,cs
1355,cs
1356,stat
1357,cs
1358,physics
1359,math
1360,stat
1361,math
1362,cs
1363,cs
1364,cs
1365,cs
1366,math
1367,cs
1368,cs
1369,math
1370,cs
1371,stat
1372,stat
1373,math
1374,math
1375,cs
1376,physics
1377,stat
1378,stat
1379,math
1380,math
1381,cs
1382,math
1383,math
1384,physics
1385,cs
1386,cs
1387,math
1388,cs
1389,math
1390,math
1391,math
1392,physics
1393,math
1394,stat
1395,physics
1396,cs
1397,math
1398,cs
1399,cs
1400,cs
1401,cs
1402,cs
1403,stat
1404,cs
1405,cs
1406,cs
1407,cs
1408,math
1409,physics
1410,cs
1411,math
1412,math
1413,math
1414,stat
1415,cs
1416,cs
1417,math
1418,physics
1419,math
1420,cs
1421,math
1422,cs
1423,math
1424,physics
1425,physics
1426,math
1427,stat
1428,cs
1429,math
1430,math
1431,math
1432,stat
1433,cs
1434,cs
1435,math
1436,cs
1437,cs
1438,cs
1439,math
1440,cs
1441,cs
1442,cs
1443,math
1444,math
1445,math
1446,cs
1447,math
1448,physics
1449,stat
1450,math
1451,math
1452,math
1453,math
1454,cs
1455,cs
1456,cs
1457,math
1458,cs
1459,math
1460,cs
1461,cs
1462,cs
1463,stat
1464,cs
1465,stat
1466,cs
1467,cs
1468,physics
1469,stat
1470,math
1471,math
1472,math
1473,cs
1474,cs
1475,math
1476,math
1477,math
1478,math
1479,physics
1480,cs
1481,math
1482,physics
1483,stat
1484,cs
1485,cs
1486,math
1487,cs
1488,stat
1489,math
1490,cs
1491,physics
1492,physics
1493,math
1494,math
1495,math
1496,math
1497,math
1498,stat
1499,cs
1500,cs
1501,physics
1502,cs
1503,math
1504,physics
1505,cs
1506,cs
1507,cs
1508,cs
1509,cs
1510,math
1511,stat
1512,cs
1513,math
1514,cs
1515,stat
1516,physics
1517,cs
1518,physics
1519,math
1520,cs
1521,cs
1522,math
1523,cs
1524,cs
1525,physics
1526,cs
1527,stat
1528,cs
1529,math
1530,stat
1531,cs
1532,math
1533,cs
1534,math
1535,cs
1536,physics
1537,cs
1538,physics
1539,cs
1540,math
1541,cs
1542,cs
1543,math
1544,physics
1545,stat
1546,math
1547,math
1548,stat
1549,cs
1550,physics
1551,math
1552,cs
1553,cs
1554,physics
1555,physics
1556,cs
1557,cs
1558,cs
1559,math
1560,stat
1561,math
1562,math
1563,math
1564,cs
1565,physics
1566,cs
1567,math
1568,cs
1569,cs
1570,cs
1571,cs
1572,math
1573,stat
1574,cs
1575,cs
1576,stat
1577,math
1578,math
1579,cs
1580,cs
1581,cs
1582,cs
1583,cs
1584,cs
1585,cs
1586,cs
1587,cs
1588,physics
1589,math
1590,cs
1591,cs
1592,cs
1593,stat
1594,math
1595,cs
1596,cs
1597,cs
1598,math
1599,physics
1600,cs
1601,stat
1602,cs
1603,cs
1604,cs
1605,cs
1606,cs
1607,cs
1608,cs
1609,physics
1610,physics
1611,math
1612,cs
1613,cs
1614,cs
1615,stat
1616,cs
1617,math
1618,cs
1619,cs
1620,cs
1621,cs
1622,math
1623,stat
1624,math
1625,cs
1626,cs
1627,cs
1628,cs
1629,math
1630,cs
1631,cs
1632,cs
1633,math
1634,math
1635,cs
1636,cs
1637,math
1638,math
1639,math
1640,physics
1641,cs
1642,cs
1643,cs
1644,cs
1645,math
1646,math
1647,math
1648,stat
1649,math
1650,physics
1651,math
1652,cs
1653,math
1654,stat
1655,cs
1656,physics
1657,physics
1658,physics
1659,cs
1660,math
1661,physics
1662,cs
1663,cs
1664,math
1665,cs
1666,cs
1667,cs
1668,math
1669,stat
1670,physics
1671,math
1672,stat
1673,math
1674,math
1675,cs
1676,cs
1677,cs
1678,cs
1679,math
1680,cs
1681,physics
1682,cs
1683,cs
1684,math
1685,stat
1686,cs
1687,cs
1688,stat
1689,math
1690,math
1691,cs
1692,cs
1693,physics
1694,physics
1695,physics
1696,math
1697,cs
1698,math
1699,cs
1700,stat
1701,cs
1702,cs
1703,math
1704,cs
1705,math
1706,stat
1707,cs
1708,math
1709,cs
1710,cs
1711,cs
1712,math
1713,physics
1714,math
1715,cs
1716,math
1717,physics
1718,math
1719,cs
1720,stat
1721,math
1722,cs
1723,cs
1724,math
1725,cs
1726,math
1727,math
1728,math
1729,math
1730,cs
1731,math
1732,math
1733,physics
1734,math
1735,math
1736,stat
1737,math
1738,cs
1739,math
1740,cs
1741,math
1742,stat
1743,cs
1744,cs
1745,cs
1746,math
1747,cs
1748,cs
1749,stat
1750,cs
1751,physics
1752,cs
1753,math
1754,stat
1755,math
1756,cs
1757,cs
1758,math
1759,physics
1760,cs
1761,physics
1762,physics
1763,math
1764,math
1765,physics
1766,math
1767,cs
1768,cs
1769,cs
1770,physics
1771,cs
1772,cs
1773,physics
1774,physics
1775,math
1776,cs
1777,cs
1778,math
1779,physics
1780,math
1781,physics
1782,cs
1783,stat
1784,math
1785,math
1786,math
1787,cs
1788,physics
1789,physics
1790,physics
1791,math
1792,stat
1793,cs
1794,cs
1795,cs
1796,cs
1797,cs
1798,math
1799,cs
1800,stat
1801,math
1802,cs
1803,cs
1804,physics
1805,cs
1806,stat
1807,math
1808,stat
1809,cs
1810,cs
1811,physics
1812,cs
1813,cs
1814,math
1815,cs
1816,stat
1817,cs
1818,cs
1819,math
1820,math
1821,cs
1822,math
1823,physics
1824,cs
1825,cs
1826,cs
1827,physics
1828,cs
1829,cs
1830,math
1831,cs
1832,cs
1833,physics
1834,math
1835,cs
1836,math
1837,cs
1838,physics
1839,math
1840,cs
1841,stat
1842,cs
1843,cs
1844,cs
1845,cs
1846,stat
1847,math
1848,cs
1849,cs
1850,cs
1851,stat
1852,physics
1853,cs
1854,cs
1855,math
1856,math
1857,math
1858,stat
1859,math
1860,cs
1861,cs
1862,cs
1863,physics
1864,cs
1865,cs
1866,cs
1867,cs
1868,cs
1869,physics
1870,math
1871,cs
1872,cs
1873,stat
1874,math
1875,physics
1876,cs
1877,stat
1878,cs
1879,math
1880,cs
1881,cs
1882,math
1883,stat
1884,math
1885,cs
1886,cs
1887,physics
1888,physics
1889,stat
1890,cs
1891,cs
1892,math
1893,cs
1894,cs
1895,cs
1896,cs
1897,stat
1898,cs
1899,math
1900,cs
1901,cs
1902,cs
1903,math
1904,cs
1905,stat
1906,physics
1907,physics
1908,cs
1909,stat
1910,cs
1911,math
1912,math
1913,math
1914,cs
1915,math
1916,math
1917,cs
1918,physics
1919,stat
1920,math
1921,cs
1922,stat
1923,math
1924,math
1925,cs
1926,cs
1927,math
1928,stat
1929,physics
1930,cs
1931,cs
1932,physics
1933,cs
1934,cs
1935,stat
1936,physics
1937,cs
1938,stat
1939,math
1940,math
1941,physics
1942,math
1943,cs
1944,cs
1945,physics
1946,cs
1947,cs
1948,math
1949,stat
1950,math
1951,math
1952,cs
1953,physics
1954,cs
1955,cs
1956,math
1957,math
1958,stat
1959,stat
1960,cs
1961,cs
1962,math
1963,math
1964,cs
1965,cs
1966,cs
1967,stat
1968,stat
1969,cs
1970,cs
1971,math
1972,math
1973,cs
1974,math
1975,cs
1976,physics
1977,math
1978,cs
1979,physics
1980,cs
1981,math
1982,math
1983,math
1984,stat
1985,cs
1986,math
1987,math
1988,cs
1989,physics
1990,cs
1991,cs
1992,math
1993,physics
1994,math
1995,cs
1996,math
1997,math
1998,cs
1999,cs
2000,math
2001,math
2002,physics
2003,cs
2004,cs
2005,math
2006,stat
2007,cs
2008,stat
2009,stat
2010,physics
2011,math
2012,cs
2013,stat
2014,math
2015,math
2016,math
2017,cs
2018,math
2019,stat
2020,math
2021,cs
2022,math
2023,physics
2024,cs
2025,math
2026,cs
2027,math
2028,stat
2029,cs
2030,math
2031,stat
2032,math
2033,math
2034,math
2035,math
2036,physics
2037,stat
2038,math
2039,cs
2040,cs
2041,physics
2042,cs
2043,physics
2044,cs
2045,cs
2046,math
2047,cs
2048,cs
2049,cs
2050,physics
2051,cs
2052,cs
2053,cs
2054,cs
2055,cs
2056,math
2057,math
2058,physics
2059,cs
2060,math
2061,cs
2062,math
2063,physics
2064,math
2065,cs
2066,cs
2067,stat
2068,physics
2069,physics
2070,cs
2071,math
2072,math
2073,physics
2074,math
2075,cs
2076,math
2077,math
2078,cs
2079,cs
2080,cs
2081,cs
2082,math
2083,cs
2084,cs
2085,cs
2086,cs
2087,cs
2088,cs
2089,cs
2090,cs
2091,math
2092,cs
2093,math
2094,cs
2095,physics
2096,cs
2097,physics
2098,physics
2099,cs
2100,math
2101,cs
2102,stat
2103,math
2104,cs
2105,physics
2106,stat
2107,cs
2108,math
2109,cs
2110,math
2111,math
2112,physics
2113,physics
2114,math
2115,math
2116,cs
2117,math
2118,cs
2119,math
2120,physics
2121,cs
2122,math
2123,math
2124,stat
2125,physics
2126,stat
2127,physics
2128,cs
2129,physics
2130,physics
2131,cs
2132,math
2133,math
2134,math
2135,stat
2136,cs
2137,physics
2138,cs
2139,math
2140,math
2141,cs
2142,cs
2143,cs
2144,cs
2145,cs
2146,cs
2147,physics
2148,physics
2149,cs
2150,cs
2151,cs
2152,cs
2153,cs
2154,cs
2155,physics
2156,cs
2157,math
2158,math
2159,math
2160,math
2161,stat
2162,cs
2163,math
2164,cs
2165,cs
2166,cs
2167,stat
2168,math
2169,cs
2170,math
2171,cs
2172,cs
2173,cs
2174,physics
2175,math
2176,math
2177,stat
2178,physics
2179,stat
2180,cs
2181,math
2182,cs
2183,physics
2184,cs
2185,math
2186,physics
2187,physics
2188,cs
2189,cs
2190,math
2191,math
2192,physics
2193,math
2194,math
2195,math
2196,cs
2197,math
2198,cs
2199,cs
2200,physics
2201,math
2202,math
2203,physics
2204,stat
2205,physics
2206,math
2207,cs
2208,cs
2209,math
2210,stat
2211,math
2212,cs
2213,cs
2214,physics
2215,physics
2216,cs
2217,cs
2218,math
2219,stat
2220,cs
2221,math
2222,math
2223,physics
2224,math
2225,cs
2226,math
2227,physics
2228,math
2229,cs
2230,cs
2231,math
2232,cs
2233,stat
2234,cs
2235,math
2236,cs
2237,math
2238,math
2239,physics
2240,math
2241,cs
2242,math
2243,stat
2244,cs
2245,cs
2246,cs
2247,math
2248,cs
2249,cs
2250,physics
2251,cs
2252,math
2253,math
2254,cs
2255,physics
2256,math
2257,math
2258,math
2259,math
2260,math
2261,cs
2262,math
2263,math
2264,math
2265,cs
2266,physics
2267,math
2268,stat
2269,cs
2270,stat
2271,cs
2272,cs
2273,physics
2274,cs
2275,math
2276,cs
2277,cs
2278,stat
2279,cs
2280,cs
2281,cs
2282,cs
2283,cs
2284,math
2285,physics
2286,stat
2287,cs
2288,physics
2289,cs
2290,math
2291,physics
2292,cs
2293,physics
2294,cs
2295,physics
2296,math
2297,cs
2298,cs
2299,physics
2300,physics
2301,stat
2302,stat
2303,stat
2304,cs
2305,stat
2306,math
2307,cs
2308,math
2309,math
2310,cs
2311,cs
2312,cs
2313,math
2314,math
2315,math
2316,physics
2317,cs
2318,stat
2319,cs
2320,cs
2321,cs
2322,cs
2323,cs
2324,physics
2325,cs
2326,cs
2327,cs
2328,cs
2329,stat
2330,physics
2331,physics
2332,physics
2333,math
2334,cs
2335,math
2336,cs
2337,stat
2338,cs
2339,cs
2340,cs
2341,cs
2342,cs
2343,cs
2344,cs
2345,stat
2346,cs
2347,physics
2348,stat
2349,cs
2350,cs
2351,math
2352,cs
2353,physics
2354,cs
2355,math
2356,cs
2357,cs
2358,math
2359,cs
2360,cs
2361,math
2362,physics
2363,cs
2364,physics
2365,physics
2366,physics
2367,cs
2368,physics
2369,physics
2370,cs
2371,math
2372,cs
2373,stat
2374,math
2375,stat
2376,cs
2377,math
2378,physics
2379,physics
2380,math
2381,math
2382,cs
2383,cs
2384,stat
2385,math
2386,physics
2387,cs
2388,math
2389,math
2390,math
2391,math
2392,cs
2393,math
2394,cs
2395,cs
2396,cs
2397,stat
2398,stat
2399,physics
2400,math
2401,math
2402,cs
2403,physics
2404,stat
2405,physics
2406,cs
2407,physics
2408,cs
2409,math
2410,cs
2411,math
2412,math
2413,physics
2414,physics
2415,physics
2416,math
2417,stat
2418,physics
2419,physics
2420,stat
2421,cs
2422,stat
2423,math
2424,cs
2425,cs
2426,cs
2427,cs
2428,cs
2429,physics
2430,math
2431,cs
2432,cs
2433,physics
2434,math
2435,math
2436,cs
2437,physics
2438,math
2439,math
2440,math
2441,stat
2442,math
2443,math
2444,math
2445,cs
2446,cs
2447,cs
2448,stat
2449,stat
2450,stat
2451,cs
2452,stat
2453,cs
2454,cs
2455,math
2456,physics
2457,cs
2458,physics
2459,physics
2460,math
2461,physics
2462,math
2463,physics
2464,cs
2465,cs
2466,cs
2467,math
2468,cs
2469,stat
2470,cs
2471,cs
2472,math
2473,math
2474,math
2475,cs
2476,math
2477,cs
2478,cs
2479,cs
2480,physics
2481,stat
2482,cs
2483,math
2484,math
2485,cs
2486,stat
2487,cs
2488,math
2489,math
2490,cs
2491,math
2492,math
2493,physics
2494,math
2495,physics
2496,cs
2497,math
2498,cs
2499,physics
2500,stat
2501,stat
2502,math
2503,stat
2504,cs
2505,cs
2506,cs
2507,math
2508,math
2509,cs
2510,stat
2511,cs
2512,math
2513,cs
2514,stat
2515,cs
2516,stat
2517,stat
2518,cs
2519,cs
2520,cs
2521,physics
2522,math
2523,cs
2524,cs
2525,cs
2526,cs
2527,stat
2528,cs
2529,math
2530,cs
2531,math
2532,cs
2533,math
2534,cs
2535,cs
2536,cs
2537,math
2538,cs
2539,cs
2540,stat
2541,math
2542,math
2543,cs
2544,cs
2545,math
2546,cs
2547,math
2548,stat
2549,stat
2550,cs
2551,physics
2552,cs
2553,math
2554,cs
2555,physics
2556,math
2557,stat
2558,math
2559,cs
2560,math
2561,cs
2562,math
2563,math
2564,cs
2565,cs
2566,math
2567,math
2568,cs
2569,cs
2570,math
2571,cs
2572,math
2573,cs
2574,cs
2575,cs
2576,cs
2577,cs
2578,cs
2579,cs
2580,stat
2581,cs
2582,math
2583,physics
2584,cs
2585,math
2586,math
2587,cs
2588,cs
2589,cs
2590,cs
2591,cs
2592,cs
2593,cs
2594,stat
2595,stat
2596,math
2597,stat
2598,stat
2599,math
2600,stat
2601,math
2602,math
2603,math
2604,cs
2605,math
2606,math
2607,physics
2608,cs
2609,cs
2610,cs
2611,math
2612,cs
2613,cs
2614,stat
2615,stat
2616,cs
2617,physics
2618,cs
2619,math
2620,math
2621,stat
2622,math
2623,math
2624,math
2625,physics
2626,cs
2627,cs
2628,cs
2629,math
